song_title,musical,subsection,year,composer,lyricist,lexical_richness,lexical_density,most_used_words,go_neutral,go_approval,go_excitement,go_curiosity,go_joy,go_admiration,go_confusion,go_realization,go_optimism,go_caring,go_love,go_desire,go_annoyance,go_surprise,go_amusement,go_relief,go_disapproval,go_pride,go_anger,go_disappointment,go_fear,go_nervousness,go_disgust,go_gratitude,go_sadness,go_embarrassment,go_grief,go_remorse
Clear,American Mall,Act Unknown,2008,"Amber Funk , Matt LaPoint , Matthew Temple",Unknown,0.3884,0.4062,"know, clear, right, choice, sure",0.0913,0.2077,0.0073,0.0344,0.01,0.0071,0.2106,0.1349,0.0649,0.0101,0.0061,0.0279,0.0081,0.0109,0.0021,0.007,0.0098,0.0023,0.0029,0.0314,0.3495,0.1046,0.0036,0.0039,0.0247,0.0037,0.0032,0.004
Don't Hold Back,American Mall,Act Unknown,2008,"Amber Funk , Matt LaPoint , Matthew Temple",Unknown,0.2946,0.4629,"not, let, know, hold, noise",0.8516,0.0725,0.0015,0.0011,0.002,0.0025,0.0025,0.013,0.015,0.0149,0.0005,0.0017,0.0259,0.0006,0.0025,0.0012,0.0291,0.0004,0.0032,0.0031,0.0008,0.0004,0.0011,0.0008,0.0012,0.0005,0.0003,0.0003
Here,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.5867,0.5067,"region, section, like, connection, area",0.4227,0.038,0.002,0.0185,0.0027,0.0019,0.4293,0.0236,0.0061,0.0078,0.006,0.0034,0.0468,0.0017,0.001,0.001,0.0284,0.0004,0.0104,0.0674,0.0033,0.0034,0.0058,0.0013,0.0769,0.002,0.0015,0.0024
I Know Sometimes a Man Is Wrong,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.24,0.4,"wrong, know, believe, world, update",0.3089,0.0851,0.0009,0.005,0.0026,0.001,0.3286,0.4008,0.0871,0.0029,0.0032,0.0057,0.0274,0.003,0.0037,0.0024,0.0403,0.0008,0.0027,0.0531,0.0044,0.0058,0.0041,0.0013,0.0081,0.008,0.0012,0.0074
Don't Worry About the Government,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.2923,0.4646,"building, one, worry, love, work",0.2223,0.1827,0.0105,0.0025,0.0373,0.0841,0.002,0.0109,0.0362,0.3245,0.2145,0.093,0.0059,0.0008,0.0017,0.0078,0.0045,0.0043,0.0021,0.0032,0.0037,0.0076,0.0011,0.0034,0.0063,0.0006,0.0013,0.0027
Lazy,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.3135,0.4295,"lazy, imagine, wanna, wicked, ooh",0.2544,0.0244,0.0024,0.0248,0.0085,0.0044,0.0109,0.0135,0.0035,0.0097,0.0374,0.0101,0.1472,0.0026,0.0038,0.0021,0.019,0.0007,0.0168,0.2311,0.0027,0.0082,0.0093,0.0003,0.2893,0.0057,0.0047,0.006
This Must Be the Place,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.5084,0.3866,"home, hi, yo, love, guess",0.3379,0.0574,0.0132,0.0259,0.1951,0.0069,0.026,0.0194,0.0153,0.0078,0.4202,0.0187,0.0076,0.0051,0.0358,0.0051,0.0038,0.0011,0.0024,0.0038,0.0023,0.002,0.0022,0.0011,0.0041,0.0014,0.0007,0.0014
I Zimbra,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.5,0.25,"beri, glassala, bim, e, tuffm",0.9664,0.0102,0.003,0.0018,0.0025,0.0022,0.0037,0.0081,0.0023,0.0009,0.0011,0.0013,0.007,0.0015,0.0034,0.0005,0.0034,0.0004,0.0024,0.0035,0.0017,0.0005,0.0023,0.0013,0.0025,0.0011,0.0006,0.0005
Slippery People,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.3156,0.4248,"alright, wheel, mind, lord, will",0.5471,0.0628,0.0137,0.1154,0.0275,0.0035,0.0166,0.0069,0.0192,0.0742,0.1441,0.0054,0.0122,0.002,0.009,0.0014,0.0038,0.0005,0.0064,0.0017,0.0021,0.0019,0.001,0.0006,0.0019,0.0005,0.0005,0.0007
I Should Watch TV,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.4863,0.4392,"good, think, live, lose, set",0.2029,0.0536,0.0111,0.0138,0.2372,0.0087,0.0147,0.0417,0.0431,0.0053,0.1526,0.0338,0.0372,0.0048,0.0766,0.012,0.0075,0.0018,0.0036,0.0389,0.0048,0.006,0.0092,0.0009,0.0173,0.0992,0.0015,0.008
Everybody's Coming to My House,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.306,0.4871,"house, go, to, everybody, come",0.3673,0.1304,0.0088,0.0017,0.0266,0.1038,0.0016,0.0118,0.0214,0.0029,0.0036,0.2389,0.0104,0.001,0.0016,0.0035,0.0142,0.003,0.0019,0.0091,0.0012,0.0008,0.0017,0.0024,0.0033,0.0005,0.0006,0.0007
Once in a Lifetime,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.1611,0.4938,"water, let, day, underground, flow",0.8148,0.0671,0.0026,0.0267,0.0022,0.0123,0.0253,0.0319,0.0116,0.0017,0.0008,0.0017,0.0148,0.0047,0.0017,0.0009,0.0221,0.0004,0.0014,0.013,0.0011,0.0007,0.0013,0.0009,0.0028,0.0009,0.0004,0.0005
"Glass, Concrete & Stone",American Utopia,Act Unknown,2020,David Byrne,Unknown,0.5561,0.4286,"home, know, glass, concrete, stone",0.5505,0.1814,0.026,0.0015,0.1956,0.0202,0.0041,0.0353,0.0187,0.0041,0.0033,0.006,0.0089,0.0014,0.0038,0.0085,0.0258,0.0024,0.0011,0.005,0.0011,0.0017,0.001,0.0011,0.0023,0.0007,0.0005,0.0005
Toe Jam,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.37,0.4025,"david, byrne, toe, verse, floor",0.6156,0.064,0.0521,0.0046,0.1095,0.1142,0.0022,0.0123,0.0036,0.0016,0.023,0.0019,0.0138,0.0016,0.0067,0.0018,0.022,0.0028,0.0023,0.0056,0.0008,0.0005,0.0016,0.0009,0.0021,0.0009,0.0004,0.0003
Born Under Punches,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.2162,0.3919,"heat, go, hand, man, breathe",0.6028,0.0141,0.0029,0.0139,0.0019,0.0012,0.0062,0.012,0.0043,0.0067,0.0008,0.0126,0.0226,0.0019,0.0018,0.0011,0.0111,0.0003,0.003,0.0109,0.0012,0.001,0.0016,0.2977,0.0078,0.0009,0.0006,0.001
I Dance Like This,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.4444,0.4497,"dance, like, good, feel, damn",0.125,0.2537,0.0215,0.0009,0.1103,0.255,0.0013,0.0193,0.0168,0.0039,0.0693,0.0194,0.0143,0.0012,0.0055,0.0069,0.0177,0.0108,0.003,0.0464,0.0008,0.0009,0.0035,0.0013,0.0116,0.0129,0.0013,0.0091
Bullet,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.4178,0.4863,"go, bullet, merry, way, like",0.9529,0.0168,0.002,0.0008,0.0048,0.0025,0.0017,0.0157,0.0031,0.0019,0.0028,0.0025,0.0108,0.0011,0.0033,0.0009,0.0027,0.0007,0.0041,0.0056,0.0023,0.0007,0.0038,0.0006,0.0082,0.0012,0.0011,0.0009
Every Day Is a Miracle,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.4424,0.4312,"day, love, chicken, miracle, unpaid",0.3717,0.0313,0.0456,0.0044,0.0333,0.0152,0.0022,0.0102,0.0118,0.0051,0.4074,0.0377,0.0142,0.0197,0.002,0.0015,0.0088,0.0015,0.004,0.0086,0.0011,0.0008,0.0019,0.0017,0.0045,0.0009,0.0008,0.0008
Blind,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.312,0.5015,"blind, say, sign, somebody, look",0.6704,0.0062,0.0015,0.0789,0.0012,0.0012,0.0506,0.0106,0.0022,0.0016,0.0012,0.0016,0.063,0.0123,0.0025,0.0004,0.0074,0.0002,0.1346,0.018,0.0066,0.002,0.0088,0.0004,0.0272,0.0034,0.0018,0.0011
Burning Down the House,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.6193,0.4569,"house, burn, fire, baby, ordinary",0.5496,0.0355,0.0041,0.0095,0.0017,0.0008,0.1994,0.0184,0.0117,0.0114,0.0009,0.0046,0.0877,0.0038,0.001,0.001,0.0302,0.0005,0.0262,0.0204,0.0554,0.0079,0.0069,0.0003,0.0095,0.0029,0.0009,0.0007
Hell You Talmbout,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.0666,0.4255,"hell, talkin, will, gray, walter",0.8243,0.005,0.0023,0.0274,0.0017,0.0016,0.0127,0.0028,0.0017,0.001,0.0005,0.0008,0.0756,0.0033,0.0131,0.0002,0.0046,0.0002,0.0651,0.0029,0.0011,0.0003,0.0056,0.0003,0.001,0.0013,0.0003,0.0002
One Fine Day,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.5523,0.4767,"fine, day, eye, stand, face",0.4927,0.0773,0.0446,0.0019,0.0668,0.0054,0.0024,0.0464,0.0829,0.0118,0.004,0.0934,0.0045,0.0023,0.0029,0.0219,0.0024,0.0032,0.0009,0.0168,0.0047,0.0077,0.0014,0.0031,0.0474,0.0009,0.0027,0.0023
Road to Nowhere,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.2321,0.4286,"right, road, baby, ride, come",0.653,0.2638,0.0074,0.0024,0.0152,0.002,0.004,0.0228,0.0158,0.0137,0.0014,0.0039,0.0162,0.0013,0.0062,0.0043,0.0077,0.0008,0.0014,0.0062,0.001,0.0012,0.0011,0.0007,0.0042,0.0007,0.0005,0.0005
The Great Curve,American Utopia,Act Unknown,2020,David Byrne,Unknown,0.1933,0.5022,"world, darker, move, define, night",0.8707,0.0265,0.0015,0.0022,0.0016,0.0023,0.0068,0.0223,0.0058,0.0026,0.0387,0.003,0.0142,0.0009,0.0014,0.0006,0.0072,0.0004,0.0025,0.0182,0.0016,0.0009,0.0022,0.0004,0.0073,0.0009,0.0005,0.0009
Prologue Once Upon a December,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.7191,0.4494,"speak, little, anastasia, dowager, empress",0.5492,0.0297,0.0077,0.0204,0.009,0.0047,0.0092,0.0908,0.0185,0.049,0.3403,0.0286,0.0037,0.004,0.0031,0.0017,0.0017,0.0006,0.0015,0.0038,0.0022,0.0021,0.0012,0.0022,0.0058,0.0009,0.0011,0.002
A Rumor in St Petersburg,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.3715,0.4046,"dmitry, speak, vlad, ensemble, man",0.4949,0.0729,0.0065,0.1182,0.0076,0.0066,0.0337,0.0198,0.1371,0.0071,0.0023,0.0166,0.0084,0.0055,0.0124,0.0023,0.0113,0.0008,0.0014,0.0197,0.0018,0.0013,0.0011,0.1681,0.0047,0.0009,0.0006,0.0009
In My Dreams,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.4941,0.4427,"dream, know, paris, come, anya",0.353,0.061,0.0041,0.0135,0.0032,0.007,0.0115,0.0229,0.233,0.121,0.0047,0.0477,0.0068,0.0043,0.0012,0.0039,0.0077,0.0015,0.0019,0.0275,0.1052,0.0105,0.0033,0.0039,0.0267,0.0016,0.0022,0.0025
Learn to Do It,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.3288,0.3857,"vlad, dmitry, anya, learn, speak",0.6852,0.0642,0.0082,0.031,0.0082,0.0063,0.0194,0.0123,0.011,0.0083,0.01,0.0026,0.0167,0.0035,0.0329,0.0011,0.0301,0.0006,0.0157,0.0057,0.0939,0.01,0.006,0.0004,0.0084,0.0019,0.0011,0.001
The Neva Flows,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.5446,0.4851,"gleb, careful, father, boy, neva",0.3226,0.0585,0.0022,0.0016,0.0056,0.0128,0.0028,0.0695,0.0406,0.4939,0.0035,0.0051,0.0129,0.0019,0.0019,0.0092,0.0116,0.0063,0.0034,0.0354,0.0096,0.0075,0.0038,0.0038,0.0311,0.0202,0.0041,0.0042
My Petersburg,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.459,0.3648,"petersburg, grow, learn, funny, fly",0.3004,0.0509,0.0489,0.0017,0.0739,0.0077,0.0023,0.0376,0.0174,0.002,0.0158,0.0028,0.0069,0.0054,0.4016,0.004,0.003,0.0015,0.0011,0.0034,0.0011,0.0011,0.0013,0.0867,0.0027,0.0012,0.0006,0.0009
Once Upon a December,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.5529,0.5882,"dance, thing, remember, song, sing",0.6404,0.0221,0.0175,0.0022,0.143,0.0099,0.0043,0.0604,0.0075,0.0321,0.0218,0.0089,0.0034,0.0059,0.0031,0.0092,0.0014,0.0028,0.001,0.005,0.0023,0.0031,0.0013,0.0044,0.0207,0.0013,0.0031,0.0017
A Secret She Kept,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.7333,0.3778,"til, know, hide, day, secret",0.6246,0.0909,0.0009,0.004,0.0024,0.0016,0.2019,0.0729,0.0279,0.0073,0.0021,0.0044,0.0055,0.0011,0.0006,0.0021,0.011,0.0007,0.0009,0.0083,0.0028,0.0031,0.0009,0.0017,0.0026,0.001,0.0006,0.002
"Stay, I Pray You",Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.3807,0.4213,"bless, homeland, anya, dmitry, let",0.3844,0.0342,0.0019,0.0167,0.0037,0.0058,0.0053,0.0042,0.0599,0.6146,0.0195,0.07,0.0133,0.0007,0.0008,0.0039,0.0073,0.0011,0.0062,0.0053,0.0028,0.0032,0.0017,0.0163,0.0261,0.0007,0.0029,0.0099
We'll Go From There,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.3181,0.4232,"anya, dmitry, vlad, know, chance",0.6052,0.0381,0.0302,0.0125,0.0533,0.0215,0.0073,0.014,0.2482,0.0064,0.0063,0.0197,0.0048,0.0102,0.0073,0.0015,0.0038,0.0011,0.0012,0.0051,0.0014,0.0009,0.0009,0.001,0.0018,0.0006,0.0004,0.001
Still,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.5714,0.4037,"act, know, need, man, father",0.6919,0.0171,0.0068,0.0921,0.004,0.0014,0.172,0.0459,0.0047,0.0021,0.0011,0.0023,0.0408,0.007,0.0021,0.0015,0.0209,0.0005,0.0048,0.031,0.0035,0.0027,0.0032,0.0017,0.0276,0.0034,0.0015,0.0012
Journey to the Past,Anastasia,Act 1,2016,Stephen Flaherty,Lynn Ahrens,0.5941,0.5,"home, past, road, know, let",0.4206,0.1542,0.0065,0.0072,0.0083,0.0101,0.0112,0.0505,0.296,0.121,0.1806,0.0741,0.0039,0.0031,0.0015,0.01,0.005,0.0036,0.0015,0.0057,0.0046,0.004,0.001,0.0034,0.0051,0.0008,0.0014,0.0038
Paris Holds the Key (To Your Heart),Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.5089,0.3527,"paris, vlad, hold, key, know",0.575,0.1236,0.0378,0.0035,0.0541,0.0098,0.0035,0.0259,0.2222,0.0161,0.0041,0.0519,0.0031,0.0081,0.0039,0.0072,0.0024,0.0028,0.0007,0.0057,0.0032,0.003,0.0008,0.0022,0.0047,0.0006,0.0011,0.001
Crossing a Bridge,Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.6019,0.4352,"somebody, bridge, know, cross, light",0.7559,0.0206,0.0072,0.0106,0.0058,0.0046,0.0354,0.1122,0.0119,0.001,0.004,0.0028,0.0032,0.027,0.0031,0.002,0.0018,0.0008,0.0005,0.0235,0.0075,0.006,0.0014,0.0014,0.0194,0.0023,0.0019,0.0014
Close the Door,Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.5658,0.4803,"tell, dowager, stranger, come, soon",0.63,0.0088,0.0015,0.0309,0.0019,0.0007,0.0908,0.0382,0.023,0.0024,0.0013,0.0233,0.0328,0.0096,0.0018,0.001,0.0091,0.0003,0.0033,0.0661,0.0031,0.0041,0.0024,0.0004,0.0346,0.0019,0.0016,0.0016
Land of Yesterday,Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.4228,0.4161,"lily, let, land, yesterday, live",0.1809,0.0311,0.0679,0.025,0.2451,0.0059,0.0078,0.0143,0.0102,0.011,0.0037,0.0051,0.0191,0.0014,0.3707,0.0052,0.0073,0.0015,0.0033,0.0205,0.0011,0.0042,0.0011,0.0013,0.0443,0.0033,0.0017,0.0094
The Countess and the Common Man,Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.5423,0.4179,"vlad, lily, countess, common, man",0.088,0.0736,0.0114,0.0015,0.1336,0.1269,0.0016,0.0148,0.0077,0.0032,0.4272,0.0028,0.0098,0.0021,0.3307,0.002,0.0054,0.0021,0.0027,0.0033,0.0005,0.0005,0.0015,0.0013,0.0019,0.0015,0.0005,0.0008
In a Crowd of Thousands,Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.375,0.4081,"crowd, dmitry, thousand, anya, parade",0.7389,0.0283,0.031,0.001,0.0551,0.0825,0.002,0.0711,0.0047,0.0019,0.0027,0.0034,0.0073,0.008,0.0093,0.0074,0.0037,0.0309,0.0018,0.0196,0.0041,0.0027,0.002,0.0027,0.0245,0.0028,0.0031,0.0012
Meant to Be,Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.7778,0.4222,"mean, vlad, glance, radiant, confident",0.3223,0.1082,0.0028,0.0004,0.0037,0.4423,0.0023,0.1554,0.0107,0.0014,0.0037,0.0022,0.0057,0.0029,0.0007,0.0037,0.0079,0.0109,0.0009,0.0164,0.0013,0.0007,0.0013,0.0088,0.0023,0.0016,0.0009,0.001
Quartet at the Ballet,Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.5567,0.4433,"simple, thing, dmitry, gleb, anya",0.4908,0.1236,0.0014,0.0038,0.0017,0.003,0.004,0.0172,0.0538,0.205,0.0211,0.0077,0.0291,0.001,0.0007,0.0019,0.1324,0.0007,0.0122,0.0128,0.0108,0.003,0.0022,0.0009,0.0136,0.0007,0.0013,0.0013
Everything to Win,Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.5556,0.3944,"know, win, get, say, wonder",0.0838,0.023,0.0267,0.0901,0.0589,0.0051,0.1585,0.0859,0.0273,0.0089,0.0044,0.0064,0.0186,0.1418,0.2985,0.0107,0.0244,0.0014,0.0028,0.0532,0.0535,0.1004,0.0025,0.0015,0.0464,0.0077,0.0031,0.0044
Once Upon a December (Reprise),Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.7812,0.4375,"dowager, empress, anya, speak, anastasia",0.7341,0.0192,0.0029,0.134,0.0019,0.0038,0.0444,0.017,0.0066,0.0039,0.0043,0.0047,0.0025,0.0051,0.0011,0.0006,0.0014,0.0002,0.0005,0.0033,0.0019,0.0011,0.0008,0.0006,0.0062,0.0005,0.0009,0.0009
The Press Conference,Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.4172,0.408,"ensemble, lily, male, speak, vlad",0.4108,0.0503,0.1809,0.3198,0.0085,0.0065,0.072,0.0084,0.016,0.003,0.0053,0.0121,0.0059,0.0106,0.0041,0.0007,0.0106,0.0003,0.0015,0.0081,0.0021,0.0015,0.0012,0.002,0.002,0.0008,0.0004,0.0007
Everything to Win (Reprise),Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.7115,0.3462,"anya, glad, know, matter, con",0.6376,0.027,0.0033,0.0009,0.0231,0.0017,0.0024,0.1675,0.0051,0.0012,0.0017,0.0037,0.0183,0.0054,0.0034,0.0116,0.0075,0.0016,0.0013,0.1183,0.0017,0.0047,0.0017,0.0013,0.0621,0.004,0.0034,0.0023
StillThe Neva Flows (Reprises),Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.6333,0.4467,"gleb, father, anastasia, choice, anya",0.4788,0.1861,0.0054,0.0414,0.0049,0.1878,0.0155,0.0219,0.0345,0.1105,0.0108,0.0046,0.0063,0.0023,0.0017,0.0038,0.007,0.0041,0.0016,0.0128,0.007,0.0026,0.0053,0.0014,0.0087,0.0087,0.0017,0.0021
Finale,Anastasia,Act 2,2016,Stephen Flaherty,Lynn Ahrens,0.6075,0.4673,"speak, dowager, empress, gleb, dream",0.6615,0.0527,0.0048,0.0015,0.008,0.1138,0.0035,0.0575,0.0086,0.0032,0.0024,0.004,0.0047,0.0046,0.0023,0.0027,0.0362,0.0015,0.0007,0.0125,0.002,0.002,0.0012,0.0045,0.0121,0.0011,0.0016,0.0012
Larger Than Life,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.2969,0.3712,"large, ensemble, time, make, william",0.3214,0.2464,0.0107,0.0318,0.0074,0.0398,0.005,0.012,0.0329,0.0805,0.2417,0.0224,0.008,0.0015,0.0007,0.0019,0.0025,0.0011,0.0036,0.0055,0.0012,0.0012,0.0011,0.02,0.0058,0.0004,0.0008,0.0016
I Want It That Way,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.3046,0.3377,"want, anne, hathaway, william, shakespeare",0.4199,0.0202,0.001,0.1527,0.0007,0.0015,0.0596,0.0086,0.0052,0.0073,0.0071,0.0577,0.0471,0.0018,0.0009,0.0004,0.0302,0.0001,0.0085,0.0579,0.0018,0.0022,0.0034,0.0002,0.0391,0.0014,0.0015,0.0024
...Baby One More Time,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.3063,0.4234,"baby, oh, know, believe, hit",0.0965,0.024,0.0047,0.032,0.0038,0.0109,0.0148,0.037,0.0091,0.009,0.0166,0.0166,0.0305,0.0117,0.0011,0.0026,0.0117,0.0008,0.0056,0.3892,0.0134,0.0335,0.0037,0.0002,0.6101,0.0044,0.0127,0.0085
Show Me the Meaning of Being Lonely,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.3873,0.3725,"meaning, romeo, exes, ex, heart",0.1667,0.0093,0.0023,0.2138,0.0018,0.0016,0.0681,0.0124,0.0085,0.021,0.1312,0.0723,0.0329,0.0074,0.0014,0.0011,0.0138,0.0002,0.0085,0.1689,0.0073,0.0143,0.0046,0.0005,0.3576,0.0044,0.0075,0.0203
Domino,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.3227,0.4185,"ooh, april, baby, juliet, like",0.333,0.0616,0.3406,0.0324,0.1724,0.027,0.0044,0.0091,0.0066,0.0077,0.0948,0.0141,0.0054,0.021,0.005,0.0045,0.0024,0.0038,0.0024,0.0024,0.0032,0.0027,0.0015,0.0012,0.0021,0.001,0.0008,0.0005
Show Me Love,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.2219,0.427,"love, juliet, baby, life, get",0.0528,0.0313,0.014,0.006,0.0131,0.0131,0.0031,0.009,0.0259,0.0173,0.9055,0.0727,0.0049,0.0076,0.0018,0.0008,0.0028,0.0008,0.0041,0.0045,0.0019,0.0012,0.0023,0.004,0.0046,0.0006,0.0008,0.0017
Blow,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.2319,0.3142,"oh, blow, place, ensemble, juliet",0.7347,0.0346,0.0215,0.0026,0.0117,0.0129,0.0017,0.013,0.0068,0.0015,0.0012,0.0041,0.0711,0.0033,0.0144,0.0013,0.0057,0.0013,0.0072,0.0206,0.0017,0.0009,0.0033,0.0005,0.0022,0.0011,0.0005,0.0002
"I'm Not A Girl, Not Yet A Woman",And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.3918,0.3454,"girl, woman, need, time, juliet",0.3429,0.0296,0.0119,0.0107,0.0059,0.0022,0.0512,0.3056,0.0147,0.0025,0.0026,0.0774,0.155,0.0325,0.0067,0.0031,0.0409,0.0011,0.043,0.0219,0.0048,0.0058,0.0051,0.0014,0.0088,0.0086,0.0018,0.0035
Overprotected,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.4545,0.3697,"francois, need, way, tell, hello",0.408,0.02,0.0036,0.1039,0.0022,0.001,0.1463,0.0211,0.0131,0.0039,0.0017,0.015,0.1572,0.0055,0.0012,0.001,0.0724,0.0003,0.0115,0.1903,0.0035,0.0081,0.0035,0.001,0.0215,0.0045,0.0011,0.0024
Confident,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.2639,0.3556,"wrong, oh, confident, juliet, ooh",0.1919,0.0389,0.0108,0.2427,0.0052,0.0034,0.2661,0.0307,0.0113,0.0086,0.0035,0.0027,0.1458,0.031,0.0042,0.0019,0.0345,0.0006,0.0797,0.0409,0.1799,0.0673,0.0054,0.0004,0.0161,0.0067,0.0021,0.0017
Teenage DreamBreak Free,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.3242,0.4315,"angelique, look, lance, speak, want",0.3379,0.1081,0.0247,0.0048,0.0545,0.0157,0.0096,0.0683,0.0145,0.0077,0.15,0.0133,0.0428,0.0097,0.0118,0.0176,0.0172,0.0111,0.0107,0.0719,0.0108,0.0111,0.0042,0.0009,0.0867,0.0035,0.0043,0.0016
Oops!... I Did It Again,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.3673,0.4388,"baby, oh, lose, juliet, think",0.2127,0.0271,0.0125,0.0028,0.0156,0.0028,0.0056,0.156,0.0037,0.0024,0.1462,0.0116,0.0709,0.0444,0.0087,0.0037,0.1065,0.0019,0.0119,0.1711,0.0063,0.0109,0.0121,0.0004,0.2183,0.0396,0.0069,0.0097
I Kissed a Girl,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.2922,0.4518,"like, francois, kiss, girl, feel",0.0213,0.1201,0.0109,0.0818,0.0288,0.0386,0.0911,0.0251,0.0437,0.0116,0.6556,0.036,0.0135,0.0059,0.0066,0.003,0.1879,0.0014,0.0084,0.0538,0.0034,0.0045,0.0045,0.0037,0.0551,0.007,0.0027,0.1311
It’s My Life,And Juliet,Act I,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.2599,0.4405,"romeo, life, alive, live, speak",0.1799,0.1036,0.0452,0.0102,0.0346,0.1132,0.0029,0.0239,0.1919,0.0197,0.0158,0.4233,0.0116,0.0575,0.0683,0.0034,0.0157,0.0036,0.0026,0.008,0.0037,0.0025,0.0024,0.003,0.005,0.0012,0.0012,0.0016
Love Me Like You Do,And Juliet,Act II,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.4655,0.4397,"like, love, la, touch, life",0.165,0.0478,0.0104,0.1298,0.0059,0.0292,0.0199,0.0193,0.0121,0.0157,0.3836,0.0159,0.0145,0.0053,0.0018,0.0016,0.0034,0.0026,0.0076,0.0066,0.1212,0.0089,0.0038,0.0009,0.0084,0.0009,0.0018,0.0007
Since U Been Gone,And Juliet,Act II,2019,"Max Martin and others , Arranged by: Bill Sherman",Max Martin and others,0.2676,0.3803,"juliet, yeah, girl, go, thank",0.3539,0.0889,0.0083,0.0409,0.0091,0.0049,0.0341,0.0515,0.0096,0.0021,0.0073,0.011,0.0418,0.0046,0.0039,0.0032,0.0055,0.0009,0.0067,0.0109,0.001,0.0017,0.0024,0.3374,0.0066,0.0016,0.0009,0.0018
